#||e||
1	0.04	0	
2	0.0324	0	
3	0.026244	0	
4	0.0212576	0	
5	0.0172187	0	
6	0.0139471	0	
7	0.0112972	0	
8	0.00915072	0	
9	0.00741208	0	
10	0.00600379	0	
11	0.00486307	0	
12	0.00393908	0	
13	0.00319066	0	
14	0.00258443	0	
15	0.00209339	0	
16	0.00169565	0	
17	0.00137347	0	
18	0.00111251	0	
19	0.000901136	0	
20	0.00072992	0	
21	0.000591235	0	
22	0.000478901	0	
23	0.000387909	0	
24	0.000314207	0	
25	0.000254507	0	
26	0.000206151	0	
27	0.000166982	0	
28	0.000135256	0	
29	0.000109557	0	
30	8.87412e-05	0	
31	7.18804e-05	0	
32	5.82231e-05	0	
33	4.71607e-05	0	
34	3.82002e-05	0	
35	3.09422e-05	0	
36	2.50631e-05	0	
37	2.03012e-05	0	
38	1.64439e-05	0	
39	1.33196e-05	0	
40	1.07889e-05	0	
41	8.73898e-06	0	
42	7.07857e-06	0	
43	5.73364e-06	0	
44	4.64425e-06	0	
45	3.76184e-06	0	
46	3.04709e-06	0	
47	2.46815e-06	0	
48	1.9992e-06	0	
49	1.61935e-06	0	
50	1.31167e-06	0	
51	1.06246e-06	0	
52	8.60589e-07	0	
53	6.97077e-07	0	
54	5.64633e-07	0	
55	4.57352e-07	0	
56	3.70455e-07	0	
57	3.00069e-07	0	
58	2.43056e-07	0	
59	1.96875e-07	0	
60	1.59469e-07	0	
61	1.2917e-07	0	
62	1.04628e-07	0	
63	8.47483e-08	0	
64	6.86461e-08	0	
65	5.56034e-08	0	
66	4.50387e-08	0	
67	3.64814e-08	0	
68	2.95499e-08	0	
69	2.39354e-08	0	
70	1.93877e-08	0	
71	1.5704e-08	0	
72	1.27203e-08	0	
73	1.03034e-08	0	
74	8.34577e-09	0	
